Index,Company Name,Company Address,Company Country,Company Link,Industry,Batch,Sub Industry,Founded,Team Size,Company Status
200,PlayVision,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/playvision,B2B,Fall 2025,B2B -> Analytics,2025,2,Active
201,Koyal,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/koyal,Consumer,Fall 2025,Consumer -> Content,2025,5,Active
202,Kaigo Health,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/kaigo-health,Healthcare,Fall 2025,Healthcare -> Healthcare IT,2025,3,Active
203,Norra,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/norra,Healthcare,Fall 2025,Healthcare,2025,2,Active
204,Lunavo,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lunavo,B2B,Fall 2025,B2B -> Supply Chain and Logistics,2025,2,Active
205,Dari,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/dari,B2B,Fall 2025,B2B,2025,2,Active
206,The Context Company,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/the-context-company,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,2,Active
207,Sorce,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sorce,B2B,Fall 2025,B2B -> Human Resources,2024,5,Active
208,Caddy,,,https://www.ycombinator.com/companies/caddy,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,3,Active
209,Alt-X,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/alt-x,Fintech,Fall 2025,Fintech,2024,2,Active
210,Locus,,,https://www.ycombinator.com/companies/locus,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,2,Active
211,Deeptrace,,,https://www.ycombinator.com/companies/deeptrace,B2B,Fall 2025,B2B,2025,4,Active
212,Aspect,,,https://www.ycombinator.com/companies/aspect-inc,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,1,Active
213,Scoop,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/scoop,B2B,Fall 2025,B2B,2025,2,Active
214,Hyperspell,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hyperspell,B2B,Fall 2025,B2B -> Infrastructure,2024,3,Active
215,Bolna AI,"Bengaluru, KA, India",India,https://www.ycombinator.com/companies/bolna-ai,B2B,Fall 2025,B2B,,5,Active
216,Nexus,"Brussels, Brussels, Belgium",Belgium,https://www.ycombinator.com/companies/gpt,B2B,Fall 2025,B2B,2024,2,Active
217,Zavo,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/zavo,Fintech,Fall 2025,Fintech -> Payments,2025,8,Active
218,MOVEdot,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/movedot,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2024,10,Active
219,Parrot,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/parrot,Consumer,Fall 2025,Consumer,2024,3,Active
220,Brickwise,,,https://www.ycombinator.com/companies/brickwise,Real Estate and Construction,Fall 2025,Real Estate and Construction -> Housing and Real Estate,2025,2,Active
221,Parse,,,https://www.ycombinator.com/companies/parse-bot,B2B,Fall 2025,B2B,2025,11,Active
222,Structured AI,,,https://www.ycombinator.com/companies/structured-ai,Real Estate and Construction,Fall 2025,Real Estate and Construction -> Construction,2025,7,Active
223,Uplane,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/uplane,B2B,Fall 2025,B2B -> Marketing,2025,7,Active
224,AirCaps,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/aircaps,Consumer,Fall 2025,Consumer,2024,2,Active
225,Brickanta,"Stockholm, Stockholm County, Sweden",Sweden,https://www.ycombinator.com/companies/brickanta,B2B,Fall 2025,B2B -> Infrastructure,2025,8,Active
226,Remedy,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/remedy,Healthcare,Fall 2025,Healthcare,2025,3,Active
227,Semiotic,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/semiotic,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,3,Active
228,Lapis,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lapis,B2B,Fall 2025,B2B -> Analytics,2025,4,Active
229,Efference,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/efference,Industrials,Fall 2025,Industrials -> Manufacturing and Robotics,2025,1,Active
230,Digipals,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/digipals,Consumer,Fall 2025,Consumer -> Social,2025,3,Active
231,Mixy,,,https://www.ycombinator.com/companies/mixy,Consumer,Fall 2025,Consumer,2025,2,Active
232,Fernstone,"New York, NY, USA",USA,https://www.ycombinator.com/companies/fernstone,Fintech,Fall 2025,Fintech -> Insurance,2025,2,Active
233,Nori,"New York, NY, USA",USA,https://www.ycombinator.com/companies/nori,Healthcare,Fall 2025,Healthcare -> Consumer Health and Wellness,2025,3,Active
234,Null Labs,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/null-labs,Industrials,Fall 2025,Industrials,2025,2,Active
235,Parametric,,,https://www.ycombinator.com/companies/parametric,Industrials,Fall 2025,Industrials -> Manufacturing and Robotics,2025,2,Active
236,Prox,,,https://www.ycombinator.com/companies/prox,B2B,Fall 2025,B2B -> Supply Chain and Logistics,2025,2,Active
237,Autonomous Technologies Group,"New York, NY, USA",USA,https://www.ycombinator.com/companies/autonomous-technologies-group,Fintech,Fall 2025,Fintech,2025,8,Active
238,Fifth Door,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/fifth-door,Consumer,Fall 2025,Consumer -> Gaming,2025,3,Active
239,Piggy Robotics,,,https://www.ycombinator.com/companies/piggy-robotics,Industrials,Fall 2025,Industrials -> Manufacturing and Robotics,2024,15,Active
240,Goldbridge,,,https://www.ycombinator.com/companies/goldbridge,Real Estate and Construction,Fall 2025,Real Estate and Construction -> Housing and Real Estate,2025,3,Active
241,OpenBuilder,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/openbuilder,B2B,Fall 2025,"B2B -> Engineering, Product and Design",2025,3,Active
242,Cohesive,"New York, NY, USA",USA,https://www.ycombinator.com/companies/cohesive,B2B,Spring 2025,B2B,2024,2,Active
243,Docket,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/docket,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,2,Active
244,Sureform,"Palo Alto, CA, USA",USA,https://www.ycombinator.com/companies/sureform,B2B,Spring 2025,B2B,2025,2,Active
245,Foundation Industries,,,https://www.ycombinator.com/companies/foundation-industries,Industrials,Spring 2025,Industrials,2025,3,Active
246,Godela,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/godela,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,4,Active
247,Aegis,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/aegis,Healthcare,Spring 2025,Healthcare -> Healthcare IT,2025,3,Active
248,Cascade Space,,,https://www.ycombinator.com/companies/cascade-space,Industrials,Spring 2025,Industrials -> Aviation and Space,2025,3,Active
249,Bond,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/bond,B2B,Spring 2025,B2B -> Productivity,2025,3,Active
250,Blueshoe,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/blueshoe,B2B,Spring 2025,B2B -> Legal,2025,2,Active
251,sieve,"New York, NY, USA",USA,https://www.ycombinator.com/companies/sieveai,B2B,Spring 2025,B2B -> Finance and Accounting,2025,2,Active
252,Airweave,,,https://www.ycombinator.com/companies/airweave,B2B,Spring 2025,B2B -> Infrastructure,2025,5,Active
253,Theorem,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/theorem-2,B2B,Spring 2025,B2B -> Security,2025,34,Active
254,Text.ai,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/text-ai,Consumer,Spring 2025,Consumer,2024,4,Active
255,StarSling,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/starsling,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,2,Active
256,Wavedash,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/wavedash,Consumer,Spring 2025,Consumer -> Gaming,2024,3,Active
257,Cactus,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/oncactus,B2B,Spring 2025,B2B,2024,8,Active
258,LineWise,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/linewise,Industrials,Spring 2025,Industrials -> Manufacturing and Robotics,2025,6,Active
259,Code Four,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/code-four,Government,Spring 2025,Government,2025,3,Active
260,Lumari,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lumari,B2B,Spring 2025,B2B -> Supply Chain and Logistics,2025,4,Active
261,mlop,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/mlop,B2B,Spring 2025,B2B,2025,2,Active
262,Den,,,https://www.ycombinator.com/companies/den,B2B,Spring 2025,B2B -> Productivity,2025,2,Active
263,Cotool,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/cotool,B2B,Spring 2025,B2B -> Security,2025,3,Active
264,Nimbic AI,,,https://www.ycombinator.com/companies/nimbic-ai,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
265,Moby Analytics,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/moby-analytics,B2B,Spring 2025,B2B -> Finance and Accounting,,4,Active
266,Rimba,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/rimba,Industrials,Spring 2025,Industrials -> Climate,2024,4,Active
267,Adentris,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/adentris,Healthcare,Spring 2025,Healthcare -> Healthcare IT,2025,4,Active
268,Probo,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/probo,B2B,Spring 2025,B2B -> Security,2024,6,Active
269,MindFort,,,https://www.ycombinator.com/companies/mindfort,B2B,Spring 2025,B2B -> Security,2025,5,Active
270,chrt,,,https://www.ycombinator.com/companies/chrt,B2B,Spring 2025,B2B -> Supply Chain and Logistics,2025,5,Active
271,Lapel,,,https://www.ycombinator.com/companies/lapel,B2B,Spring 2025,B2B,2025,3,Active
272,Mesmer,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/mesmer,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
273,Relixir,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/relixir,B2B,Spring 2025,B2B,2025,4,Active
274,Janus,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/janus,B2B,Spring 2025,B2B -> Infrastructure,2025,2,Active
275,Hemut,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/hemut,B2B,Spring 2025,B2B -> Supply Chain and Logistics,2024,3,Active
276,Zero,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/zero,B2B,Spring 2025,B2B -> Productivity,2025,2,Active
277,ValueMate,,,https://www.ycombinator.com/companies/valuemate,B2B,Spring 2025,B2B,2025,2,Active
278,Bramante Biologics,"Cambridge, MA, USA",USA,https://www.ycombinator.com/companies/bramante-biologics,Healthcare,Spring 2025,Healthcare,2024,2,Active
279,Saffron Health,,,https://www.ycombinator.com/companies/saffron-health,Healthcare,Spring 2025,Healthcare -> Healthcare Services,2025,2,Active
280,Scalar Field,,,https://www.ycombinator.com/companies/scalar-field,Fintech,Spring 2025,Fintech,2025,3,Active
281,Eloquent AI,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/eloquent-ai,B2B,Spring 2025,B2B,2025,5,Active
282,MorphoAI,,,https://www.ycombinator.com/companies/morphoai,Industrials,Spring 2025,Industrials -> Manufacturing and Robotics,2024,5,Active
283,Vassar Robotics,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/vassar-robotics,Consumer,Spring 2025,Consumer -> Consumer Electronics,2025,3,Active
284,Boost Robotics,"Boston, MA, USA",USA,https://www.ycombinator.com/companies/boost-robotics,Industrials,Spring 2025,Industrials -> Manufacturing and Robotics,2025,2,Active
285,Sygaldry Technologies,,,https://www.ycombinator.com/companies/sygaldry-technologies,Industrials,Spring 2025,Industrials,2024,,Active
286,ParaQuery,"New York, NY, USA; Remote",USA,https://www.ycombinator.com/companies/paraquery,B2B,Spring 2025,B2B -> Infrastructure,2023,1,Active
287,Klavis AI,,,https://www.ycombinator.com/companies/klavis-ai,B2B,Spring 2025,B2B,2025,4,Active
288,Third Chair,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/third-chair,B2B,Spring 2025,B2B -> Legal,2024,8,Active
289,Vesence,,,https://www.ycombinator.com/companies/vesence,B2B,Spring 2025,B2B -> Legal,2025,2,Active
290,PowerMatrix,"Cambridge, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/powermatrix,Industrials,Spring 2025,Industrials -> Energy,2024,2,Active
291,Jazzberry,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/jazzberry,B2B,Spring 2025,B2B,2025,1,Active
292,Besimple AI,"Redwood City, CA, USA",USA,https://www.ycombinator.com/companies/besimple-ai,B2B,Spring 2025,B2B,2025,3,Active
293,Alkali,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/alkali,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,2,Active
294,Human Behavior,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/human-behavior,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
295,QualGent,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/qualgent,B2B,Spring 2025,B2B,2025,10,Active
296,Prism,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/prism,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
297,Novoflow,,,https://www.ycombinator.com/companies/novoflow,Healthcare,Spring 2025,Healthcare -> Healthcare Services,2025,6,Active
298,Theta,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/theta,B2B,Spring 2025,B2B,2025,6,Active
299,Lyra,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/lyrahq,B2B,Spring 2025,B2B -> Sales,2024,3,Active
300,Cleon,"New York, NY, USA",USA,https://www.ycombinator.com/companies/cleon,B2B,Spring 2025,B2B,2025,2,Active
301,throxy,,,https://www.ycombinator.com/companies/throxy,B2B,Spring 2025,B2B -> Sales,2023,15,Active
302,Lucis,"Paris, Île-de-France, France",France,https://www.ycombinator.com/companies/lucis,Healthcare,Spring 2025,Healthcare -> Consumer Health and Wellness,2025,17,Active
303,Flott HQ,,,https://www.ycombinator.com/companies/flott-hq,B2B,Spring 2025,B2B,2025,2,Active
304,Crimson,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/crimson,B2B,Spring 2025,B2B -> Legal,2025,4,Active
305,Casco,,,https://www.ycombinator.com/companies/casco,B2B,Spring 2025,B2B -> Security,2025,10,Active
306,Nomi,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/nomi,B2B,Spring 2025,B2B -> Sales,2025,5,Active
307,Morphik,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/morphik,B2B,Spring 2025,B2B -> Infrastructure,2025,2,Active
308,RunRL,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/runrl,B2B,Spring 2025,B2B -> Infrastructure,2025,3,Active
309,Ticket Wallet,,,https://www.ycombinator.com/companies/ticket-wallet,B2B,Spring 2025,B2B,2023,2,Active
310,Kaizen,,,https://www.ycombinator.com/companies/kaizen,B2B,Spring 2025,B2B,2025,5,Active
311,HABIT,"El Segundo, CA, USA",USA,https://www.ycombinator.com/companies/habit,B2B,Spring 2025,B2B -> Retail,2025,,Active
312,Clidey,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/clidey,B2B,Spring 2025,B2B,2025,4,Active
313,Opusense AI,,,https://www.ycombinator.com/companies/opusense-ai,Real Estate and Construction,Spring 2025,Real Estate and Construction -> Construction,2024,2,Active
314,Labric,,,https://www.ycombinator.com/companies/labric,B2B,Spring 2025,B2B -> Analytics,2025,2,Active
315,Photonium,,,https://www.ycombinator.com/companies/photonium,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
316,Sixtyfour,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/sixtyfour,B2B,Spring 2025,B2B -> Operations,2025,8,Active
317,Tegore,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/tegore,Education,Spring 2025,Education,2025,1,Active
318,Clado,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/clado,B2B,Spring 2025,B2B -> Recruiting and Talent,2025,7,Active
319,Combinely,,,https://www.ycombinator.com/companies/combinely,B2B,Spring 2025,B2B -> Finance and Accounting,2024,5,Active
320,VoiceOS,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/voiceos,Consumer,Spring 2025,Consumer,2023,2,Active
321,Chiron,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/chiron,Education,Spring 2025,Education,2023,2,Active
322,Jeevy Fabrication,,,https://www.ycombinator.com/companies/jeevy-fabrication,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
323,Trapeze,,,https://www.ycombinator.com/companies/trapeze,Healthcare,Spring 2025,Healthcare -> Healthcare IT,2025,2,Active
324,Tinfoil,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/tinfoil,B2B,Spring 2025,B2B -> Security,2024,4,Active
325,The LLM Data Company,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/the-llm-data-company,B2B,Spring 2025,B2B,2025,3,Active
326,Refresh,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/refresh,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,5,Active
327,Parsewise,"London, England, United Kingdom",United Kingdom,https://www.ycombinator.com/companies/parsewise,B2B,Spring 2025,B2B,2024,6,Active
328,Better Auth,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/better-auth,B2B,Spring 2025,B2B -> Security,2025,4,Active
329,Bluejay,,,https://www.ycombinator.com/companies/bluejay,B2B,Spring 2025,B2B,2025,3,Active
330,Kestral,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/kestral,B2B,Spring 2025,B2B,2025,3,Active
331,Attune,"San Francisco, CA, USA",USA,https://www.ycombinator.com/companies/attune,B2B,Spring 2025,"B2B -> Engineering, Product and Design",2025,3,Active
332,PgDog,Remote,Remote,https://www.ycombinator.com/companies/pgdog,B2B,Spring 2025,B2B -> Infrastructure,2025,1,Active
333,Kirana AI,"New York, NY, USA",USA,https://www.ycombinator.com/companies/kirana-ai,B2B,Spring 2025,B2B -> Retail,2025,2,Active
334,Mbodi AI,"New York, NY, USA",USA,https://www.ycombinator.com/companies/mbodi-ai,Industrials,Spring 2025,Industrials -> Manufacturing and Robotics,2024,6,Active
335,Percival,"San Francisco, CA, USA; Remote",USA,https://www.ycombinator.com/companies/percival,B2B,Spring 2025,B2B,2025,3,Active
336,TypeOS,,,https://www.ycombinator.com/companies/typeos,Consumer,Spring 2025,Consumer,2025,2,Active
